,country,manager,delivery_method,vendor_terms,transport_mode,order_date,expected_date,actual_date,recorded_date,product_category,product_type,supplier,product_feature,product_name,product_brand,dosage,dosage_form,units_per_pack,total_quantity,total_value,pack_price,unit_price,factory_location,priority_status,total_weight,shipping_cost,insurance_cost,delivery_status,order_to_delivery_days,shipping_cost_per_weight,item_quantity(%)
9397,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2010-05-07,2010-09-21,2010-09-06,2010-09-06,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,40752,348429.6,8.55,0.14,Hetero Unit III Hyderabad IN,True,3506.0,8815.65,751.21,early_delivery,122,2.514446662863662,0.03
9399,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2010-02-10,2010-07-15,2010-06-28,2010-06-28,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,55797,655614.75,11.75,0.39,Mylan (formerly Matrix) Nashik,True,4665.0,0.0,1413.51,early_delivery,138,0.0,0.05
9400,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2010-02-10,2010-07-15,2010-06-28,2010-06-28,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,35000,697200.0,19.92,0.66,Mylan (formerly Matrix) Nashik,True,3869.0,0.0,1503.16,early_delivery,138,0.0,0.03
9401,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2010-02-10,2010-07-15,2010-06-28,2010-06-28,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,1000,19920.0,19.92,0.66,Mylan (formerly Matrix) Nashik,True,91.0,0.0,42.95,early_delivery,138,0.0,0.0
9402,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2010-02-10,2010-07-15,2010-06-28,2010-06-28,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,33000,289080.0,8.76,0.15,Mylan (formerly Matrix) Nashik,True,2654.0,0.0,623.26,early_delivery,138,0.0,0.03
9403,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2010-02-10,2010-07-15,2010-06-28,2010-06-28,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,2000,17520.0,8.76,0.15,Mylan (formerly Matrix) Nashik,True,161.0,0.0,37.77,early_delivery,138,0.0,0.0
9405,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2010-02-10,2010-08-16,2010-08-17,2010-08-17,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,55070,617885.4,11.22,0.19,"Aurobindo Unit III, India",True,7253.0,6147.18,1332.16,delayed,188,0.8475361919205846,0.05
9407,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2010-02-10,2010-08-31,2010-08-17,2010-08-17,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,10000,112200.0,11.22,0.19,"Aurobindo Unit III, India",True,1250.0,6147.18,241.9,early_delivery,188,4.917744,0.01
9408,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2010-05-27,2010-08-31,2010-08-17,2010-08-17,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,80000,897600.0,11.22,0.19,"Aurobindo Unit III, India",True,10519.0,6147.18,1935.23,early_delivery,82,0.5843882498336344,0.07
9409,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2010-05-27,2010-08-31,2010-08-17,2010-08-17,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,15000,168300.0,11.22,0.19,"Aurobindo Unit III, India",True,1972.0,6147.18,362.85,early_delivery,82,3.1172312373225153,0.01
9410,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2010-02-10,2010-08-31,2010-08-17,2010-08-17,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,2300,37812.0,16.44,0.27,"Aurobindo Unit III, India",True,336.0,6147.18,81.52,early_delivery,188,18.295178571428572,0.0
9414,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,2010-04-28,2010-09-15,2010-09-13,2010-09-13,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,1800,4194.0,2.33,0.04,"Aurobindo Unit III, India",True,74.0,530.36,9.04,early_delivery,138,7.167027027027027,0.0
9416,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Road (Truck),2010-06-23,2010-09-30,2010-09-25,2010-09-25,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,2376,7793.28,3.28,0.05,Mylan (formerly Matrix) Nashik,True,189.0,8953.21,16.8,early_delivery,94,47.371481481481474,0.0
9417,Mozambique,PMO - US,From RDC,N/A - From RDC,Road (Truck),2010-02-15,2010-10-15,2010-10-29,2010-10-29,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,48551,544742.22,11.22,0.19,Mylan (formerly Matrix) Nashik,True,15664.0,11884.42,1174.46,delayed,256,0.7587091419816139,0.04
9421,Uganda,PMO - US,From RDC,N/A - From RDC,Road (Truck),2010-08-06,2010-10-29,2010-10-15,2010-10-15,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,30000,336600.0,11.22,0.19,"Aurobindo Unit III, India",True,4050.0,15759.47,725.71,early_delivery,70,3.891227160493827,0.03
9423,Tanzania,PMO - US,From RDC,N/A - From RDC,Road (Truck),2010-03-01,2010-11-30,2010-12-03,2010-12-03,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,110000,283800.0,2.58,0.04,"Aurobindo Unit III, India",True,12543.0,1979.75,611.87,delayed,277,0.1578370405804034,0.09
9429,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2010-02-10,2010-11-16,2010-11-10,2010-11-10,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,350,903.0,2.58,0.04,"Aurobindo Unit III, India",True,40.0,20264.93,1.95,early_delivery,273,506.62325,0.0
9430,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2010-08-06,2010-11-26,2010-11-23,2010-11-23,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,115745,1298658.9,11.22,0.19,Mylan (formerly Matrix) Nashik,True,15500.0,83195.98,2799.91,early_delivery,109,5.367482580645161,0.1
9440,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,2009-11-26,2010-01-04,2009-12-18,2009-12-18,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,8000,19520.0,2.44,0.04,Mylan (formerly Matrix) Nashik,True,425.0,2978.5,42.09,early_delivery,22,7.008235294117647,0.01
9443,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2010-06-23,2011-02-22,2011-02-22,2011-02-22,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,33998,111513.44,3.28,0.05,Mylan (formerly Matrix) Nashik,True,7275.0,8758.36,240.42,early_delivery,244,1.2038982817869417,0.03
9445,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2010-08-25,2011-02-17,2011-02-16,2011-02-16,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,3000,19710.0,6.57,0.22,"Aurobindo Unit III, India",True,2252.0,43548.0,42.49,early_delivery,175,19.337477797513323,0.0
9447,Tanzania,PMO - US,From RDC,N/A - From RDC,Road (Truck),2010-03-01,2011-02-28,2011-02-28,2011-02-28,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,36576,94366.08,2.58,0.04,"Aurobindo Unit III, India",True,4145.0,1647.0,203.45,early_delivery,364,0.3973462002412545,0.03
9448,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2010-10-04,2011-02-15,2011-02-23,2011-02-23,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,4800,95616.0,19.92,0.66,Mylan (formerly Matrix) Nashik,True,532.0,7441.57,157.77,delayed,142,13.987913533834586,0.0
9456,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,2011-01-07,2011-03-10,2011-03-11,2011-03-11,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,2680,96908.8,36.16,0.3,ABBVIE Ludwigshafen Germany,True,549.0,3600.65,159.9,delayed,63,6.55856102003643,0.0
9457,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2011-02-11,2011-03-11,2011-03-22,2011-03-22,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,10000,72100.0,7.21,0.12,"Aurobindo Unit III, India",True,1108.0,10648.62,118.96,delayed,39,9.610667870036101,0.01
9458,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2010-10-04,2011-03-31,2011-04-29,2011-04-29,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,5000,10500.0,2.1,0.01,"Aurobindo Unit III, India",True,1841.0,9447.08,22.64,delayed,207,5.131493753394894,0.0
9461,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2010-12-07,2011-06-21,2011-05-10,2011-05-10,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,129557,325188.07,2.51,0.04,"Aurobindo Unit III, India",True,14710.0,12601.07,536.56,early_delivery,154,0.8566329027872196,0.11
9462,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2010-12-07,2011-06-21,2011-05-11,2011-05-11,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,156,1024.92,6.57,0.22,Mylan (formerly Matrix) Nashik,True,9.0,12601.07,1.69,early_delivery,155,1400.118888888889,0.0
9463,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2010-12-07,2011-03-31,2011-05-10,2011-05-10,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,154667,1735363.74,11.22,0.19,"Aurobindo Unit III, India",True,20339.0,12601.06,2863.35,delayed,154,0.6195516003736663,0.13
9464,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Road (Truck),2010-10-13,2011-04-20,2011-05-20,2011-05-20,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,55000,233750.0,4.25,0.07,Mylan (formerly Matrix) Nashik,True,5357.0,3403.99,503.96,delayed,219,0.6354284114243046,0.05
9465,Mozambique,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-01-24,2011-05-11,2011-05-25,2011-05-25,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,45000,384750.0,8.55,0.14,"Aurobindo Unit III, India",True,4171.0,3936.85,634.84,delayed,121,0.9438623831215536,0.04
9466,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2010-12-07,2011-06-21,2011-05-11,2011-05-11,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,137900,1139054.0,8.26,0.14,"Aurobindo Unit III, India",True,12766.0,12601.07,1879.44,early_delivery,155,0.9870805263982453,0.12
9467,Zambia,PMO - US,From RDC,N/A - From RDC,Road (Truck),2010-10-15,2011-04-30,2011-05-20,2011-05-20,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,84,210.84,2.51,0.04,Hetero Unit III Hyderabad IN,True,6.0,3402.23,0.45,delayed,217,567.0383333333333,0.0
9469,Mozambique,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-01-24,2011-06-30,2011-07-13,2011-07-13,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,2268,5284.44,2.33,0.04,"Aurobindo Unit III, India",True,109.0,1148.65,8.72,delayed,170,10.538073394495413,0.0
9470,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2011-02-11,2011-06-15,2011-05-31,2011-05-31,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,20000,39000.0,1.95,0.01,"Aurobindo Unit III, India",True,7464.0,4605.44,64.35,early_delivery,109,0.6170203644158627,0.02
9471,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2010-12-07,2011-06-21,2011-07-06,2011-07-06,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,22623,56783.73,2.51,0.04,"Aurobindo Unit III, India",True,2809.0,13398.06,93.69,delayed,211,4.769690281238875,0.02
9472,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2010-10-04,2011-05-16,2011-06-20,2011-06-20,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,3500,6825.0,1.95,0.01,"Aurobindo Unit III, India",True,1313.0,5597.54,14.71,delayed,259,4.263168316831683,0.0
9473,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2010-10-13,2011-05-16,2011-06-20,2011-06-20,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,4000,7800.0,1.95,0.01,"Aurobindo Unit III, India",True,1496.0,14897.04,16.82,delayed,250,9.957914438502675,0.0
9479,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2010-12-21,2011-06-30,2011-06-26,2011-06-26,ARV,Adult,SCMS from RDC,"Stavudine 15mg, capsules, 60 Caps",Stavudine,Generic,15mg,Capsule,60,207,273.24,1.32,0.02,"Aurobindo Unit III, India",True,12.0,2503.34,0.45,early_delivery,187,208.61166666666668,0.0
9480,Benin,PMO - US,From RDC,N/A - From RDC,Air,2011-05-15,2011-07-04,2011-06-30,2011-06-30,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,15000,123900.0,8.26,0.14,"Aurobindo Unit III, India",True,1440.0,6477.67,204.44,early_delivery,46,4.498381944444445,0.01
9481,Ghana,PMO - US,From RDC,N/A - From RDC,Air,2011-06-06,2011-07-04,2011-07-20,2011-07-20,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,25509,64027.59,2.51,0.04,Hetero Unit III Hyderabad IN,True,2216.0,226.25,105.65,delayed,44,0.10209837545126353,0.02
9484,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2010-12-14,2011-07-19,2011-07-21,2011-07-21,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,20642,176489.1,8.55,0.14,Hetero Unit III Hyderabad IN,True,1778.0,28585.57,291.21,delayed,219,16.077373453318334,0.02
9485,Zambia,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-02-03,2011-08-18,2011-08-05,2011-08-05,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,26000,187460.0,7.21,0.12,Hetero Unit III Hyderabad IN,True,1405.0,3949.19,309.31,early_delivery,183,2.810811387900356,0.02
9486,Mozambique,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-01-24,2011-11-17,2011-11-17,2011-11-17,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,81270,451861.2,5.56,0.09,"Cipla, Goa, India",True,8491.0,10605.03,745.57,early_delivery,297,1.248973030267342,0.07
9487,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2010-10-04,2011-07-22,2011-07-22,2011-07-22,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,600,1170.0,1.95,0.01,"Aurobindo Unit III, India",True,224.0,3545.1,2.52,early_delivery,291,15.826339285714285,0.0
9489,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Road (Truck),2010-10-13,2011-09-06,2011-09-05,2011-09-05,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,6392,27741.28,4.34,0.14,Hetero Unit III Hyderabad IN,True,539.0,1709.78,59.81,early_delivery,327,3.172133580705009,0.01
9490,Uganda,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-07-13,2011-09-22,2011-08-26,2011-08-26,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,1946,4534.18,2.33,0.04,Hetero Unit III Hyderabad IN,True,195.0,2070.68,7.48,early_delivery,44,10.618871794871794,0.0
9491,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,2011-05-18,2011-09-30,2011-08-30,2011-08-30,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,4279,28113.03,6.57,0.22,Mylan (formerly Matrix) Nashik,True,259.0,1553.64,46.39,early_delivery,104,5.998610038610039,0.0
9492,Uganda,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-02-14,2011-08-05,2011-08-24,2011-08-24,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,32000,264320.0,8.26,0.14,"Aurobindo Unit III, India",True,3026.0,14406.99,436.13,delayed,191,4.761067415730337,0.03
9493,Mozambique,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-01-24,2011-09-30,2011-09-15,2011-09-15,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,3357,7821.81,2.33,0.04,Hetero Unit III Hyderabad IN,True,181.0,315.51,12.91,early_delivery,234,1.7431491712707181,0.0
9495,Mozambique,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-01-24,2011-09-20,2011-09-30,2011-09-30,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,538,753.2,1.4,0.02,"Aurobindo Unit III, India",True,43.0,888.93,1.24,delayed,249,20.67279069767442,0.0
9496,Zambia,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-03-01,2011-09-21,2011-09-26,2011-09-26,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,1917,13821.57,7.21,0.12,Hetero Unit III Hyderabad IN,True,2629.0,3139.96,22.81,delayed,209,1.1943552681627996,0.0
9498,Uganda,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-02-14,2011-09-30,2011-09-26,2011-09-26,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,5000,41150.0,8.23,0.27,Mylan (formerly Matrix) Nashik,True,607.0,4911.39,67.9,early_delivery,224,8.091252059308074,0.0
9502,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,2011-05-18,2011-09-30,2011-09-23,2011-09-23,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,6840,136252.8,19.92,0.66,Mylan (formerly Matrix) Nashik,True,778.0,0.0,224.82,early_delivery,128,0.0,0.01
9503,Guyana,PMO - US,From RDC,N/A - From RDC,Air,2011-08-19,2011-12-15,2011-10-05,2011-10-05,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,696,1621.68,2.33,0.04,"Aurobindo Unit III, India",True,33.0,1002.59,2.68,early_delivery,47,30.381515151515153,0.0
9504,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2011-06-06,2011-12-05,2011-10-17,2011-10-17,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,17038,152830.86,8.97,0.3,"Aurobindo Unit III, India",True,1722.0,21326.73,252.17,early_delivery,133,12.3848606271777,0.01
9505,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2011-08-29,2012-03-02,2011-10-14,2011-10-14,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,88433,730456.58,8.26,0.14,"Aurobindo Unit III, India",True,8935.0,21326.73,1205.25,early_delivery,46,2.3868752098489088,0.08
9507,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2010-12-14,2011-10-31,2011-11-08,2011-11-08,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,2848,5553.6,1.95,0.01,"Aurobindo Unit III, India",True,1066.0,10794.84,9.16,delayed,329,10.126491557223265,0.0
9508,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-04-29,2011-11-30,2011-11-21,2011-11-21,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,592,8051.2,13.6,0.06,"Cipla, Goa, India",True,195.0,221.96,13.28,early_delivery,206,1.1382564102564103,0.0
9511,Zambia,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-07-26,2012-01-24,2011-11-28,2011-11-28,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,230000,970600.0,4.22,0.14,Mylan (formerly Matrix) Nashik,True,18968.0,22168.18,1601.49,early_delivery,125,1.1687146773513286,0.2
9512,Zambia,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-07-26,2012-02-28,2011-11-28,2011-11-28,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,2548,38321.92,15.04,0.25,Mylan (formerly Matrix) Nashik,True,257.0,361.73,63.23,early_delivery,125,1.4075097276264592,0.0
9514,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-04-26,2011-12-14,2011-12-09,2011-12-09,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,18534,130108.68,7.02,0.12,Hetero Unit III Hyderabad IN,True,1013.0,5216.63,214.68,early_delivery,227,5.149684106614018,0.02
9515,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2011-08-29,2012-03-02,2011-12-18,2011-12-18,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,10944,46183.68,4.22,0.14,"Strides, Bangalore, India.",True,726.0,15322.73,76.2,early_delivery,111,21.105688705234158,0.01
9516,Zambia,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-07-26,2012-01-10,2012-01-20,2012-01-20,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,8000,15600.0,1.95,0.01,"Aurobindo Unit III, India",True,3088.0,6476.69,25.74,delayed,178,2.0973737046632124,0.01
9517,Mozambique,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-08-04,2012-02-29,2012-02-22,2012-02-22,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,250000,2805000.0,11.22,0.19,Mylan (formerly Matrix) Nashik,True,32538.0,20179.39,4628.25,early_delivery,202,0.6201791751183232,0.21
